id,seq_len,gravy,tiny,small,aliphatic,aromatic,non_polar,polar,charged,basic,acidic,helix,turn,sheet
sp|D0NPN8|A3AEM_PHYIT,-0.5356013030576928,-0.45872750877901436,-0.11512879098458595,-0.07483185074163011,0.19520446253376744,0.7862510085053801,-0.07483185074163011,0.0748318507416328,-0.5908737936538025,-0.3956783776357863,-0.3852649848698774,-0.5134949664433778,-0.5503963901342108,1.6477477975026218
sp|D0P3S7|ABLB1_PHYIT,-0.5108815047441688,-0.5850651761767152,0.2192056759282189,-1.280535188620115,-1.0843818853769365,0.890725197482582,-1.280535188620115,1.2805351886201164,-0.31420839116897537,0.31440524132067765,-0.7003077965120125,0.6768303374164123,1.3044348232164276,-0.7875363990344543
sp|B1NNT7|AVR4_PHYIT,0.15655304972097872,-0.920284215815486,-0.809638523861458,-0.8721697469576454,-0.31867531366933904,0.49888534000475293,-0.8721697469576454,0.8721697469576482,0.23047661997302887,0.7488890675538468,-0.4109910552306834,0.04716205392720727,-1.107193752490875,0.46669884629308156
sp|D0MZL5|RD28_PHYIT,-0.5504331820458072,1.1307029844203975,-0.6884870054668678,0.5202352470971948,0.010197125749901838,0.35403117830131176,0.5202352470971948,-0.5202352470971935,-1.3027108187970564,-0.2979132416925045,-1.3916902957765809,1.344152395574147,1.6928396499436982,-1.8227097904228904
sp|D0N4K2|CRE5_PHYIT,-0.006597619148279557,-0.7134367015033463,-0.0598804279144919,-0.6091490737248509,-0.4306841840013679,-1.048004742188586,-0.6091490737248509,0.6091490737248523,0.3662904678955758,1.2486234363393995,-0.7083398637553084,-0.95504619168761,0.9190883022114192,-1.0017699000046754
sp|D0N6D2|SFI3_PHYIT,-0.6344804963117887,-0.17424290851892935,0.17666838872542748,-0.03583059358957096,0.6778173948018259,-0.30684037893401456,-0.03583059358957096,0.03583059358957096,-0.7745458546538182,-0.43262898019702617,-0.5862524416572148,-0.4186161907710622,-0.8424957938114762,2.057224816879225
sp|D0NBE6|RD54_PHYIT,0.6212852580152296,-0.5929110301303577,-0.6643940704387278,-0.4180429136797576,-0.8673666241359598,0.582556856971471,-0.4180429136797576,0.418042913679759,0.23953087650119928,-0.08775668962545166,0.3904469351275321,0.010527809962174771,-0.6956971191429017,0.4783888339714054
sp|D0NIN5|RD2_PHYIT,-0.6641442542880175,0.8266077187893339,0.8126784301594783,0.3795489113018318,1.9537185358435185,-1.0786313687693532,0.3795489113018318,-0.3795489113018305,-0.28269768804505724,0.06971598850743693,-0.4288504759770281,-0.49664237272256084,-1.9889813108511705,2.517174968924684
sp|D0NIW0|AVR10_PHYIT,-0.5949288190101504,-1.369326597744999,0.7023324257030251,-0.7719432100595616,-1.1629670451501457,1.1732923050173374,-0.7719432100595616,0.7719432100595616,0.6648797276245535,0.2647794296254917,0.6038738359804962,-1.0655110363207942,1.5633713743679425,0.39359949414857764
sp|D0NVB5|AVR1_PHYIT,-0.2340197636327002,0.5099202111030108,-0.6777883944578686,0.494305244612444,-0.11286205301583696,0.41436955915601115,0.494305244612444,-0.49430524461244263,0.41291118299975854,0.43908547541838444,0.11575023540682239,0.8492154844720837,-0.4433868970562889,0.011569540948179061
sp|D0P1A8|ABLB2_PHYIT,-0.7679674072048182,0.2724950076096295,0.8358510910953345,0.891034282629135,0.45813253645719304,-0.9323831015208724,0.891034282629135,-0.8910342826291322,-0.39046429272885536,0.8244305189363629,-1.2797089991743853,-0.5709623110313614,1.3044348232164276,-0.9524312755388062
sp|D0MQL8|RD43_PHYIT,-0.6245925769863792,0.2383030400668216,0.08131537736670001,-0.4165614705786332,0.34503256564737894,-0.3574004285203729,-0.4165614705786332,0.4165614705786346,-0.6787391867394638,0.004476597387876415,-0.8758551638433898,-0.32380530688813797,0.5998865328739368,1.1362371601829975
sp|D0MRS3|RD21_PHYIT,-0.7827992861929326,0.4122325233166365,0.014091882443696078,0.803460377330118,0.19161426557980543,-1.2390264852954342,0.803460377330118,-0.803460377330118,-0.1962868939114279,1.0073017175502699,-1.2029827182352124,0.21846356289477478,0.07915774096338893,-0.24185335410767717
sp|D0MXE4|RXLRC_PHYIT,-0.5949288190101504,0.37618115170063066,-0.6328542282200723,0.12696354274514096,-0.02535330367131159,0.3366000904988428,0.12696354274514096,-0.12696354274513827,-0.22947961165799666,-0.4652002520843421,0.14446338838174483,0.7511985667832453,0.5276251697618867,0.022280661131369145
sp|D0N0I9|RD41_PHYIT,-0.7580794878794086,0.3787261353473843,0.8986834042211268,0.15340197665115787,1.2962861901055698,-1.3531900682345859,0.15340197665115787,-0.15340197665115787,0.4333984868690703,1.6746421482219336,-1.0243308385974326,-1.2495567804261072,-1.025994137147194,1.8734142551436326
sp|D0N0Z8|RD24_PHYIT,-0.5009935854187592,-0.6814310806363559,-0.6415242714273655,-0.9528919719877785,-0.010579099236521852,-0.1451317905875625,-0.9528919719877785,0.9528919719877813,0.5440831415396374,0.6708503781090996,0.06540899317806308,0.38811879762031604,0.8504551556131245,0.5937258781773334
sp|D0N118|RD20_PHYIT,-0.0758130544261467,0.3446650395578625,-0.21560839886910385,0.891034282629135,0.7567561435953867,1.2953099196346165,0.891034282629135,-0.8910342826291322,-0.8331721656737179,-0.16104205137191135,-0.9179232716903687,0.9278231115294713,-0.3268654490381082,-0.0125304794639955
sp|D0N158|RD25_PHYIT,0.24554432364966505,-0.40204578661182655,-0.19508811217971225,-0.203126805825766,-0.18387325125442833,0.5057673688441128,-0.203126805825766,0.2031268058257687,-0.17669774901181223,0.7274987907093203,-0.9136869048580026,-0.3341944201350164,-0.7356456109379566,-0.31555860497445276
sp|D0N4E0|RXLRA_PHYIT,-0.42189023081548244,-0.05330677820318599,-0.7899350110345537,0.10581279562032367,1.4970415562488928,-0.6887580155287228,0.10581279562032367,-0.10581279562032232,1.5697609414868974,1.481412232475213,0.6173859079686944,0.24655701036545724,-2.067832966486226,0.8905114618627848
sp|D0N4Y1|RD18_PHYIT,1.1305131032738236,-0.12382291528579689,-1.1321698983855282,-0.22219858437734807,-0.3732186626359136,1.2551175766851241,-0.22219858437734807,0.22219858437734943,-0.03323795498071038,0.34119603542431687,-0.3647798040495165,0.9672352000265634,-0.6600590111396832,-0.33100926160504596
sp|D0N5L4|RD49_PHYIT,-0.4515539887917112,-0.9511615976068054,0.25455641371661997,-0.9144528172115247,-1.1213470302179926,0.7940598581928977,-0.9144528172115247,0.9144528172115247,-0.3374571416445481,0.7202748814241061,-1.1133127760806913,-0.9498127282640335,0.11080047766432903,-0.34111368459583896
sp|D0N607|CRE4_PHYIT,-0.28345936025974816,-0.9336956038662623,0.39888091344777615,-1.0579589950428738,-1.2663864761936752,0.4253401738568651,-1.0579589950428738,1.0579589950428752,-0.20508799331392694,1.2159650754898184,-1.4112674455322096,-0.6342718881092314,0.10391081333213752,-0.38279442943286046
sp|D0N6D9|RXLRF_PHYIT,-0.4614419081171208,-2.089908002003325,-1.152093482523499,-1.6708499628642612,-1.5105712439353445,0.8479119993712556,-1.6708499628642612,1.6708499628642628,1.6784869788114434,0.7919869775270368,1.4078421192783106,-0.19079900519662807,-0.33549666740982526,-0.5656408244792142
sp|D0N6E1|RD50_PHYIT,-0.4614419081171208,-2.3584476557641874,-0.41032311923288917,-2.419938923534845,-1.9845769695515258,1.0803265034041705,-2.419938923534845,2.419938923534844,1.9766067585722933,0.18367057610217621,2.364947218442376,-1.031868265892942,-0.8533697697128524,-0.8750731853268873
sp|D0N8M5|RXLRG_PHYIT,-0.42189023081548244,-1.8138211553589847,0.27036027296319903,-1.1790950922122776,-2.718821132760903,1.3045381425888647,-1.1790950922122776,1.179095092212279,-0.4188733540943007,-0.25765700924527124,-0.2946789512347091,-2.1579115819781256,1.057683521530867,0.0058989479100217315
sp|D0NB60|RXLRH_PHYIT,-0.44661002912900644,1.386324253322313,3.1299445237450176,0.9278077406984196,1.474228446459878,-0.8296981479208759,0.9278077406984196,-0.927807740698417,-1.5466270022377522,-0.3103560771761954,-1.6931784020132616,-1.487574883506582,-0.0938225530017453,1.2881403191445813
sp|D0NB65|CRE9_PHYIT,-0.5702090206966264,1.141412601564432,1.1791848021041305,0.1975919304655064,0.6043971603616148,-0.8785957448732554,0.1975919304655064,-0.1975919304655064,-1.1493920749200477,-0.3956783776357863,-1.1025078265291526,0.24655701036545724,-0.49332466049265206,-0.9524312755388062
sp|D0NCC1|SFI4_PHYIT,0.41363895218162816,-0.00014403467103937963,-0.2429324620301406,0.14287339677708039,1.2230015984824534,-0.5691994455728009,0.14287339677708039,-0.14287339677707903,0.8817420806895252,0.14419281553773122,0.996202227071465,0.10990186322930981,-1.1497337279629616,1.43197782364803
sp|D0NEV2|RXLRI_PHYIT,-0.40705835182736805,-1.1155678356522818,-0.4167546541747161,-0.5329275416837453,-1.0347389066597559,1.0024071899133669,-0.5329275416837453,0.5329275416837453,0.3102378162096239,0.22821011994445928,0.18296888832499206,-0.8403183880233775,-0.3524597555392115,-0.9886509593952539
sp|D0NIY2|RXLRJ_PHYIT,-0.7877432458556374,0.05934165743694309,1.954069913755927,-0.06967230943089002,0.5434535670681047,-1.2147667239208644,-0.06967230943089002,0.06967230943089137,-0.3804027501619278,-0.6400912174939883,0.11575023540682239,-1.1159751919625738,1.8870420633073341,1.1362371601829961
sp|D0NK98|RXLRM_PHYIT,-0.5009935854187592,-0.8540637151969133,-0.511473623317973,-0.4800903682398532,-0.5092084989106862,0.34384417893623276,-0.4800903682398532,0.4800903682398559,-0.0831299015935784,0.0309331246621681,-0.13595597573697418,0.38811879762031753,-0.23909604663480308,-0.7083011986362584
sp|D0NL13|RXLRK_PHYIT,0.5718456613881816,-0.10105378434357593,-1.4390046607774138,0.16815334004346935,-0.3994473103031667,0.7959163017035146,0.16815334004346935,-0.1681533400434653,0.16538847398750656,0.04703167191869496,0.16799114715364769,1.1059438980871785,0.041857408032902436,0.010270348473129246
sp|D0NL15|RXLRL_PHYIT,-0.43177815014089205,-0.6803412281454452,-0.012946138898635684,-1.0448256171609878,0.08637661736678776,-1.1027097309049951,-1.0448256171609878,1.0448256171609864,0.9491582318965082,0.5819729817970247,0.6695038999231744,-0.7915627628368521,-0.6930757142381062,1.434618365286111
sp|D0NMF6|SFI5_PHYIT,-0.07086909476344191,-0.12120529597982403,-1.0705295214147799,-0.6749657180557358,0.08321564261090038,-0.5996156792735797,-0.6749657180557358,0.6749657180557345,0.6455823476898259,0.9089385401799491,-0.02900694660367668,-0.12658458861234367,-0.6972199269714144,0.685570111811487
