,id,seq_len,gravy,tiny,small,aliphatic,aromatic,non_polar,polar,charged,basic,acidic,helix,turn,sheet
0,OG0000000,1362,-0.6016886930983845,0.3105726872246696,0.48972099853157114,0.2444933920704846,0.1145374449339207,0.48972099853157114,0.5102790014684288,0.30323054331864907,0.16666666666666669,0.13656387665198239,0.2518355359765052,0.2290748898678414,0.2444933920704846
1,OG0000007,388,-0.23788659793814468,0.3092783505154639,0.5567010309278351,0.2757731958762887,0.11855670103092783,0.5567010309278351,0.44329896907216493,0.2293814432989691,0.1365979381443299,0.09278350515463918,0.3015463917525773,0.23711340206185566,0.27319587628865977
2,OG0000009,2087,-0.15462386200287462,0.30138955438428366,0.5467177767129852,0.3023478677527552,0.1063727839003354,0.5467177767129852,0.45328222328701484,0.24293243890752278,0.1360804983229516,0.10685194058457115,0.3071394345951126,0.21705797795879253,0.27455678006708195
3,OG0000010,1024,0.00839843749999997,0.357421875,0.5556640625,0.3046875,0.1220703125,0.5556640625,0.4443359375,0.201171875,0.0830078125,0.1181640625,0.3154296875,0.248046875,0.2802734375
4,OG0000012,272,0.13419117647058817,0.661764705882353,0.4301470588235294,0.29411764705882354,0.025735294117647058,0.4301470588235294,0.5698529411764706,0.08455882352941177,0.014705882352941176,0.06985294117647059,0.16544117647058823,0.3786764705882353,0.2463235294117647
5,OG0000013,1152,-0.2663194444444431,0.2890625,0.5347222222222222,0.3125,0.09895833333333334,0.5347222222222222,0.4652777777777778,0.24565972222222218,0.11371527777777779,0.13194444444444442,0.3081597222222222,0.2204861111111111,0.2586805555555555
6,OG0000014,551,-0.40417422867513597,0.3502722323049002,0.5027223230490019,0.2613430127041742,0.09800362976406535,0.5027223230490019,0.49727767695099817,0.21597096188747733,0.15063520871143377,0.06533575317604355,0.26860254083484575,0.2885662431941924,0.17967332123411978
7,OG0000018,798,-0.49949874686716667,0.3220551378446115,0.5050125313283208,0.28696741854636587,0.06892230576441102,0.5050125313283208,0.4949874686716792,0.2706766917293233,0.13659147869674185,0.13408521303258145,0.24060150375939848,0.25187969924812026,0.2556390977443609
8,OG0000020,1648,-0.00030339805825274087,0.29308252427184467,0.574635922330097,0.2973300970873787,0.13895631067961167,0.574635922330097,0.4253640776699029,0.21116504854368934,0.10861650485436894,0.1025485436893204,0.34648058252427183,0.2299757281553398,0.26031553398058255
9,OG0000021,652,-0.10981595092024563,0.2714723926380368,0.5751533742331287,0.3144171779141104,0.11042944785276074,0.5751533742331287,0.42484662576687116,0.2607361963190184,0.1334355828220859,0.1273006134969325,0.3113496932515337,0.20398773006134968,0.29754601226993865
