,id,gravy,tiny,small,aliphatic,aromatic,non_polar,polar,charged,basic,acidic,helix,turn,sheet
0,AJ544623.2,-0.0678160919540231,0.22988505747126436,0.6091954022988506,0.24712643678160923,0.20689655172413796,0.6091954022988506,0.39080459770114945,0.15517241379310343,0.10919540229885057,0.04597701149425287,0.39080459770114945,0.2931034482758621,0.22988505747126436
1,Ha-Gland5,-0.0797814207650274,0.4153005464480874,0.4863387978142077,0.2841530054644809,0.07103825136612021,0.4863387978142077,0.5136612021857924,0.16939890710382513,0.09836065573770492,0.07103825136612021,0.2349726775956284,0.33333333333333337,0.20218579234972678
2,Mc-01229,-0.8899999999999995,0.6,0.5000000000000001,0.22499999999999998,0.07500000000000001,0.5000000000000001,0.5,0.25,0.15,0.1,0.1,0.375,0.275
3,Mc-01222,-0.3522471910112358,0.28651685393258425,0.5112359550561798,0.2247191011235955,0.14606741573033707,0.5112359550561798,0.4887640449438202,0.2303370786516854,0.14606741573033705,0.08426966292134831,0.32584269662921345,0.2640449438202247,0.16853932584269662
4,Mc-01214,-1.0536082474226807,0.22680412371134018,0.41237113402061853,0.22680412371134018,0.10309278350515463,0.41237113402061853,0.5876288659793815,0.38144329896907214,0.26804123711340205,0.11340206185567009,0.21649484536082475,0.23711340206185563,0.20618556701030927
5,Mc-01209,-0.4494318181818182,0.32954545454545453,0.5056818181818182,0.23295454545454544,0.11931818181818182,0.5056818181818182,0.4943181818181818,0.20454545454545456,0.11363636363636365,0.09090909090909091,0.26136363636363635,0.26136363636363635,0.19886363636363635
6,Mc-01206,-0.8859223300970865,0.2233009708737864,0.47087378640776695,0.2087378640776699,0.09223300970873785,0.47087378640776695,0.529126213592233,0.3058252427184466,0.13106796116504854,0.17475728155339806,0.24271844660194175,0.2912621359223301,0.20873786407766992
7,Mc-01203,-0.3635071090047395,0.3696682464454977,0.45023696682464454,0.24170616113744078,0.052132701421800945,0.45023696682464454,0.5497630331753555,0.1848341232227488,0.10900473933649289,0.07582938388625593,0.25118483412322273,0.31753554502369663,0.17061611374407584
8,Mc-01194,-0.5162162162162162,0.21621621621621623,0.4864864864864865,0.2567567567567568,0.12162162162162163,0.4864864864864865,0.5135135135135136,0.33783783783783783,0.05405405405405406,0.28378378378378377,0.32432432432432434,0.24324324324324326,0.24324324324324326
9,Mc-01180,-0.15170454545454543,0.2727272727272727,0.5909090909090909,0.26136363636363635,0.14772727272727273,0.5909090909090909,0.40909090909090906,0.2215909090909091,0.125,0.09659090909090909,0.35795454545454547,0.26136363636363635,0.10795454545454544
10,Mh-265,-0.39248120300751893,0.2631578947368421,0.5075187969924813,0.2932330827067669,0.12030075187969924,0.5075187969924813,0.49248120300751874,0.2932330827067669,0.13909774436090225,0.15413533834586465,0.30451127819548873,0.20300751879699247,0.3270676691729323
11,Minc00108,-0.5867647058823533,0.25,0.4362745098039216,0.23039215686274508,0.10784313725490197,0.4362745098039216,0.5637254901960784,0.2647058823529412,0.1323529411764706,0.1323529411764706,0.2892156862745098,0.25490196078431376,0.1764705882352941
12,Minc01595,-1.1221818181818173,0.20727272727272728,0.4127272727272728,0.21818181818181817,0.10181818181818182,0.4127272727272728,0.5872727272727273,0.38181818181818183,0.21272727272727274,0.1690909090909091,0.24,0.21454545454545454,0.21454545454545454
13,Minc11817,-0.3839999999999999,0.28,0.52,0.25333333333333335,0.18666666666666668,0.52,0.48,0.20666666666666667,0.12666666666666668,0.08,0.3533333333333333,0.24666666666666667,0.18
14,Minc12639,-0.2300000000000001,0.25,0.53,0.24999999999999997,0.12999999999999998,0.53,0.47000000000000003,0.23,0.13,0.1,0.33,0.31,0.22000000000000003
15,Minc00344,-1.1722077922077931,0.3194805194805195,0.49870129870129876,0.14285714285714285,0.06493506493506493,0.49870129870129876,0.5012987012987012,0.21038961038961038,0.12467532467532469,0.08571428571428572,0.14285714285714285,0.43636363636363634,0.15324675324675324
16,Minc00469,0.6276923076923078,0.38461538461538464,0.6461538461538462,0.3230769230769231,0.06153846153846154,0.6461538461538462,0.35384615384615387,0.16923076923076924,0.06153846153846154,0.1076923076923077,0.3230769230769231,0.16923076923076924,0.2
17,Minc01696,-0.8298611111111106,0.18055555555555555,0.4756944444444444,0.2482638888888889,0.11458333333333333,0.4756944444444444,0.5243055555555556,0.34375,0.171875,0.171875,0.2604166666666667,0.18229166666666666,0.3142361111111111
18,Minc03325,-0.8518867924528285,0.269811320754717,0.44716981132075473,0.2811320754716981,0.04528301886792453,0.44716981132075473,0.5528301886792453,0.3320754716981132,0.18867924528301885,0.14339622641509434,0.20566037735849058,0.29056603773584905,0.2679245283018868
19,Minc03328,-0.5502074688796664,0.1929460580912863,0.4771784232365145,0.2697095435684647,0.12448132780082988,0.4771784232365145,0.5228215767634855,0.3236514522821577,0.17427385892116182,0.14937759336099585,0.3174273858921162,0.20954356846473027,0.2717842323651452
20,Minc03866,-0.8351239669421485,0.4276859504132231,0.5619834710743802,0.15702479338842976,0.05785123966942149,0.5619834710743802,0.4380165289256199,0.12603305785123967,0.05165289256198347,0.0743801652892562,0.13429752066115702,0.48966942148760334,0.13016528925619836
21,Minc04584,-0.8435406698564588,0.2966507177033493,0.492822966507177,0.18181818181818182,0.07655502392344497,0.492822966507177,0.507177033492823,0.24880382775119617,0.12440191387559808,0.12440191387559808,0.20095693779904308,0.3444976076555024,0.18181818181818182
22,Minc08146,0.27972972972972987,0.37837837837837845,0.6756756756756758,0.22972972972972974,0.17567567567567569,0.6756756756756758,0.32432432432432434,0.21621621621621623,0.12162162162162163,0.0945945945945946,0.31081081081081086,0.20270270270270271,0.2702702702702703
23,Minc13292,-0.8951310861423203,0.2696629213483146,0.4344569288389514,0.2659176029962547,0.05430711610486891,0.4344569288389514,0.5655430711610486,0.34644194756554303,0.1947565543071161,0.15168539325842695,0.20599250936329588,0.2808988764044944,0.2602996254681648
24,Minc10536,-0.10351758793969845,0.20100502512562812,0.5276381909547738,0.33668341708542715,0.135678391959799,0.5276381909547738,0.4723618090452261,0.3015075376884422,0.15577889447236182,0.1457286432160804,0.3668341708542714,0.15577889447236182,0.2663316582914573
25,Minc06775,-0.5701298701298704,0.2077922077922078,0.5454545454545454,0.23376623376623376,0.06493506493506493,0.5454545454545454,0.45454545454545453,0.40259740259740256,0.2077922077922078,0.19480519480519481,0.24675324675324672,0.16883116883116883,0.33766233766233766
